index,timestamp,direction,outcome,setup_score,passed_checks,chk_structure_aligned,chk_secondary_confirmation,chk_htf_aligned,chk_vwap_aligned,chk_ema_aligned,chk_rsi_not_extreme,chk_adx_trending,chk_volume_above_average,regime,htf_score,structure_type,cisd,fvg,order_block,sweep_kind,level_source,sweep_reaction,sweep_reaction_atr_ratio,bars_to_reclaim,rsi14,macd,adx,atr14,above_vwap,above_ema20,ema20_gt_ema50,volume,volume_ratio,probability,confidence,rr,risk_amount,reward_amount,time_bucket,day_of_week
6268,2024-05-06T05:30:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.023,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,10.4167,0.423320911444258,3,65.22,13.5733,67.7,24.6071,,True,True,0.0,,0.5259,35.7,2.0,34.9107,69.8214,MID,Monday
6295,2024-05-06T07:45:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,False,True,False,RANGE,-0.04,CHOCH,True,True,False,UPPER_SWEEP,EQUAL_HIGH,28.95,1.5211143278986554,2,14.1,-11.4257,65.58,19.0321,,False,False,0.0,,0.4541,51.3,2.0,34.0532,68.1064,MID,Monday
6310,2024-05-06T09:00:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.058,BOS,False,True,False,UPPER_SWEEP,EQUAL_HIGH,34.35,1.6301717019277315,2,43.22,-11.2816,34.22,21.0714,,False,False,0.0,,0.5259,56.1,2.0,51.2071,102.4143,CLOSING,Monday
6328,2024-05-07T04:15:00+00:00,BEARISH,WIN,50.0,4,True,True,False,False,True,True,False,False,RANGE,-0.036,CHOCH,False,False,True,UPPER_SWEEP,EQUAL_LOW,46.6333,1.625057498501554,3,45.64,0.9696,9.68,28.6964,,False,False,0.0,,0.4541,51.2,2.0,59.4696,118.9393,OPENING,Tuesday
6363,2024-05-07T07:10:00+00:00,BEARISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BEARISH,-0.155,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,3.25,0.1366982124079916,3,47.08,-22.1269,11.34,23.775,,False,False,0.0,,0.5259,30.6,2.0,55.5775,111.155,MID,Tuesday
6375,2024-05-07T08:10:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.088,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,43.25,1.8587839899604175,3,60.9,-3.3959,22.23,23.2679,,True,False,0.0,,0.5259,57.1,2.0,67.0768,134.1536,MID,Tuesday
6397,2024-05-08T03:45:00+00:00,BEARISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BEARISH,-0.151,CHOCH,False,True,False,UPPER_SWEEP,PDL,82.65,2.8201357350266663,1,39.56,-3.1981,40.72,29.3071,,False,False,0.0,,0.5965,63.4,2.0,93.1807,186.3614,OPENING,Wednesday
6411,2024-05-08T04:55:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BEARISH,-0.155,CHOCH,False,True,False,UPPER_SWEEP,PDL,54.65,1.6365754396892753,3,47.13,-13.2269,16.22,33.3929,,False,False,0.0,,0.5259,59.3,2.0,78.3893,156.7786,MID,Wednesday
6432,2024-05-08T06:40:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.046,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,38.0,1.5083614827987248,3,72.55,17.2868,76.09,25.1929,,True,True,0.0,,0.5259,55.7,2.0,45.0693,90.1386,MID,Wednesday
6447,2024-05-08T07:55:00+00:00,BULLISH,LOSS,50.0,4,True,True,False,False,True,True,False,False,RANGE,-0.029,CHOCH,True,False,False,LOWER_SWEEP,EQUAL_LOW,19.0,0.872989253042827,3,52.86,20.397,15.56,21.7643,,True,True,0.0,,0.4541,46.7,2.0,22.3764,44.7529,MID,Wednesday
6480,2024-05-09T04:25:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.126,BOS,False,False,True,UPPER_SWEEP,EQUAL_LOW,38.15,1.1764306815588708,0,32.69,-17.0235,70.63,32.4286,,False,False,0.0,,0.5259,58.4,2.0,42.9429,85.8857,OPENING,Thursday
6501,2024-05-09T06:10:00+00:00,BULLISH,TIMEOUT,37.5,3,True,True,False,False,False,True,False,False,BEARISH,-0.157,CHOCH,True,True,False,LOWER_SWEEP,EQUAL_HIGH,35.75,1.70064791117623,2,51.52,-23.2229,17.37,21.0214,,False,False,0.0,,0.3843,51.1,2.0,38.8021,77.6043,MID,Thursday
6513,2024-05-09T07:10:00+00:00,BEARISH,WIN,62.5,5,True,True,True,False,True,True,False,False,BEARISH,-0.173,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,26.35,1.3407212927911425,3,42.52,-10.9923,7.96,19.6536,,False,False,0.0,,0.5259,59.9,2.0,50.4154,100.8307,MID,Thursday
6537,2024-05-09T09:10:00+00:00,BEARISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BEARISH,-0.278,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,37.5333,1.3542936318074061,3,31.59,-26.0799,27.03,27.7143,,False,False,0.0,,0.5965,67.6,2.0,93.8214,187.6429,CLOSING,Thursday
6550,2024-05-10T04:00:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,BEARISH,-0.193,CHOCH,True,True,False,LOWER_SWEEP,EQUAL_LOW,75.6167,2.289188395530408,2,53.2,-15.612,8.59,33.0321,,True,False,0.0,,0.4541,56.4,2.0,82.7532,165.5064,OPENING,Friday
6598,2024-05-10T08:00:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,BEARISH,-0.173,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,35.65,1.7417517185446478,3,51.22,-11.0752,11.14,20.4679,,True,False,0.0,,0.4541,55.8,2.0,40.5968,81.1936,MID,Friday
6617,2024-05-10T09:35:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.138,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,35.95,1.8169688209161166,3,50.05,4.4382,23.21,19.7857,,True,False,0.0,,0.5259,58.8,2.0,40.6786,81.3571,CLOSING,Friday
6638,2024-05-13T05:05:00+00:00,BEARISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BEARISH,-0.289,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,41.45,1.2536179504783105,2,31.33,-41.5138,63.22,33.0643,,False,False,0.0,,0.5965,68.0,2.0,53.2564,106.5129,MID,Monday
6650,2024-05-13T06:05:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,BEARISH,-0.166,CHOCH,False,True,False,LOWER_SWEEP,PDL,27.35,1.059785872879944,3,72.26,4.8945,57.67,25.8071,,True,False,0.0,,0.5259,59.7,2.0,59.4807,118.9614,MID,Monday
6663,2024-05-13T07:10:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.124,BOS,True,False,False,LOWER_SWEEP,EQUAL_HIGH,36.9,1.818056404091366,3,63.57,26.8142,48.09,20.2964,,True,True,0.0,,0.5259,58.3,2.0,40.5296,81.0593,MID,Monday
6677,2024-05-13T08:20:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,-0.074,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,132.725,4.499152542372881,3,60.2,12.5989,6.2,29.5,,True,True,0.0,,0.4541,52.5,2.0,146.1,292.2,MID,Monday
6697,2024-05-14T03:45:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.003,CHOCH,False,False,True,LOWER_SWEEP,EQUAL_HIGH,69.05,2.7513906377010247,3,74.75,28.6674,43.37,25.0964,,True,True,0.0,,0.5259,54.3,2.0,84.2096,168.4193,OPENING,Tuesday
6719,2024-05-14T05:35:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.014,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,36.425,1.5295431736393679,3,57.85,14.8047,26.65,23.8143,,True,True,0.0,,0.5259,54.6,2.0,45.1314,90.2629,MID,Tuesday
6777,2024-05-15T04:10:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.049,BOS,True,False,True,LOWER_SWEEP,PDH,21.6,0.9863013698630139,2,62.13,10.9145,37.27,21.9,,True,True,0.0,,0.5259,55.3,2.0,37.29,74.58,OPENING,Wednesday
6793,2024-05-15T05:30:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.012,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,57.35,1.8570628292765063,3,38.82,-11.7769,26.53,30.8821,,True,False,0.0,,0.5259,54.6,2.0,86.0382,172.0764,MID,Wednesday
6847,2024-05-16T03:45:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.052,BOS,True,True,True,LOWER_SWEEP,EQUAL_HIGH,79.325,3.0840078689340396,3,73.75,8.6754,57.55,25.7214,,True,True,0.0,,0.5259,55.9,2.0,106.2721,212.5443,OPENING,Thursday
6860,2024-05-16T04:50:00+00:00,BEARISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,RANGE,-0.045,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,79.875,2.064716419762341,2,45.08,2.124,9.31,38.6857,,False,True,0.0,,0.4541,51.5,2.0,85.7186,171.4371,MID,Thursday
6881,2024-05-16T06:35:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.002,CHOCH,False,False,True,LOWER_SWEEP,EQUAL_HIGH,69.3875,2.075692670348145,3,61.22,-6.7292,35.18,33.4286,,True,False,0.0,,0.5259,54.2,2.0,83.0429,166.0857,MID,Thursday
6893,2024-05-16T07:35:00+00:00,BEARISH,WIN,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,-0.078,CHOCH,True,False,False,UPPER_SWEEP,EQUAL_LOW,52.5833,1.3349640638447497,3,44.65,-12.2949,13.22,39.3893,,False,False,0.0,,0.4541,52.6,2.0,57.2889,114.5779,MID,Thursday
6910,2024-05-16T09:00:00+00:00,BULLISH,WIN,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.035,CHOCH,False,False,True,LOWER_SWEEP,EQUAL_LOW,111.3625,3.0708575651536085,3,69.38,-8.2305,45.89,36.2643,,True,False,0.0,,0.5259,55.3,2.0,115.4264,230.8529,CLOSING,Thursday
6936,2024-05-17T04:55:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.139,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,42.975,1.4386670862430284,2,59.97,43.3828,25.38,29.8714,,True,True,0.0,,0.5259,58.8,2.0,49.8371,99.6743,MID,Friday
6951,2024-05-17T06:10:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.167,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,33.9,1.6782178217821782,3,65.01,32.4812,23.56,20.2,,True,True,0.0,,0.5965,63.9,2.0,44.02,88.04,MID,Friday
6967,2024-05-17T07:30:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.12,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,2.15,0.1515226262042525,3,29.32,10.0086,59.5,14.1893,,False,True,0.0,,0.5259,29.9,2.0,25.8689,51.7379,MID,Friday
6991,2024-05-17T09:30:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.111,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,12.75,0.8536593530935945,2,40.61,0.0268,40.77,14.9357,,False,True,0.0,,0.5259,53.0,2.0,23.6936,47.3871,CLOSING,Friday
7014,2024-05-18T06:40:00+00:00,BULLISH,LOSS,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,0.123,CHOCH,True,False,True,LOWER_SWEEP,PDH,14.75,1.2814164212428436,1,44.7,4.12,11.7,11.5107,,True,True,0.0,,0.4541,54.1,2.0,20.5011,41.0021,MID,Saturday
7039,2024-05-21T05:30:00+00:00,BULLISH,WIN,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.097,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,34.625,2.3288426744866455,3,68.71,-1.1391,36.36,14.8679,,True,True,0.0,,0.5259,57.4,2.0,44.9868,89.9736,MID,Tuesday
7051,2024-05-21T06:30:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,False,True,False,TRANSITION,0.117,CHOCH,True,True,True,LOWER_SWEEP,PDH,4.1,0.31827108934102355,2,84.78,13.1766,79.99,12.8821,,True,True,0.0,,0.4541,31.2,2.0,19.9882,39.9764,MID,Tuesday
7086,2024-05-21T09:25:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.09,BOS,False,True,False,UPPER_SWEEP,PDH,32.0,2.181634726170754,2,32.58,-2.6262,47.62,14.6679,,False,True,0.0,,0.5259,57.2,2.0,37.0668,74.1336,CLOSING,Tuesday
7124,2024-05-22T06:20:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,TRANSITION,0.11,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,21.9125,1.3291822609898276,2,55.87,1.7715,12.95,16.4857,,True,True,0.0,,0.4541,53.7,2.0,34.0486,68.0971,MID,Wednesday
7161,2024-05-22T09:25:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.089,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,32.75,1.8611761496669774,2,40.81,1.3207,22.02,17.5964,,False,True,0.0,,0.5259,57.1,2.0,44.8596,89.7193,CLOSING,Wednesday
7173,2024-05-23T04:10:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.176,BOS,False,True,False,LOWER_SWEEP,PDH,52.05,1.7489507975282839,3,67.5,18.1192,27.35,29.7607,,True,True,0.0,,0.5965,64.2,2.0,105.8261,211.6521,OPENING,Thursday
7197,2024-05-23T06:10:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.194,CHOCH,True,False,False,LOWER_SWEEP,EQUAL_HIGH,24.3,1.1179764166785517,3,60.13,21.287,24.93,21.7357,,True,True,0.0,,0.5965,64.8,2.0,28.4236,56.8471,MID,Thursday
7226,2024-05-23T08:35:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.282,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,15.275,0.6043521266073195,3,60.66,30.5998,32.18,25.275,,True,True,0.0,,0.5965,54.5,2.0,42.1775,84.355,MID,Thursday
7263,2024-05-24T05:25:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.297,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,27.075,1.205245656441554,3,53.04,8.9202,19.74,22.4643,,True,True,0.0,,0.5259,64.1,2.0,43.1464,86.2929,MID,Friday
7283,2024-05-24T07:05:00+00:00,BULLISH,WIN,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.274,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,23.275,1.8456548803793604,2,56.12,6.1453,15.15,12.6107,,True,True,0.0,,0.5259,63.3,2.0,27.7611,55.5221,MID,Friday
7306,2024-05-24T09:00:00+00:00,BEARISH,LOSS,50.0,4,True,True,False,False,True,True,False,False,BULLISH,0.249,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_HIGH,45.625,2.906050955414013,2,36.94,3.3116,14.59,15.7,,False,True,0.0,,0.4541,58.3,2.0,55.67,111.34,CLOSING,Friday
7318,2024-05-27T03:45:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.245,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,49.2,1.666785238787312,1,48.05,-6.1239,3.65,29.5179,,True,True,0.0,,0.5259,62.3,2.0,60.8518,121.7036,OPENING,Monday
7332,2024-05-27T04:55:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.228,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,38.3,1.3794693185133426,1,46.37,-4.31,25.0,27.7643,,True,False,0.0,,0.5965,65.9,2.0,45.3764,90.7529,MID,Monday
7348,2024-05-27T06:15:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.255,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,29.0125,2.200300325352465,2,68.75,8.876,41.63,13.1857,,True,True,0.0,,0.5965,66.8,2.0,34.8686,69.7371,MID,Monday
7382,2024-05-27T09:05:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.238,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,19.525,1.2991895452670241,3,26.48,-1.9233,58.43,15.0286,,False,True,0.0,,0.5259,62.1,2.0,26.5029,53.0057,CLOSING,Monday
7406,2024-05-28T04:50:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.185,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,57.3625,2.1267898588875624,2,64.49,-11.7042,20.97,26.9714,,True,False,0.0,,0.5965,64.5,2.0,65.3471,130.6943,MID,Tuesday
7419,2024-05-28T05:55:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.156,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,16.4357,1.2498631178707225,2,35.47,-4.9336,37.98,13.15,,False,False,0.0,,0.5259,59.4,2.0,23.565,47.13,MID,Tuesday
7433,2024-05-28T07:05:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.107,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,48.15,2.8869329560035015,2,25.48,-15.2264,61.81,16.6786,,False,False,0.0,,0.5259,57.7,2.0,51.0679,102.1357,MID,Tuesday
7467,2024-05-28T09:55:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.092,BOS,False,True,False,UPPER_SWEEP,PDL,27.75,1.5128469326006246,3,27.31,-15.1613,84.46,18.3429,,False,False,0.0,,0.5259,57.2,2.0,32.1343,64.2686,CLOSING,Tuesday
7503,2024-05-29T06:40:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,RANGE,0.012,CHOCH,True,False,True,LOWER_SWEEP,EQUAL_HIGH,18.95,1.2262514883263447,3,53.03,-15.1982,1.48,15.4536,,True,False,0.0,,0.4541,50.4,2.0,22.6454,45.2907,MID,Wednesday
7524,2024-05-29T08:25:00+00:00,BEARISH,WIN,50.0,4,True,True,False,False,True,True,False,False,RANGE,0.028,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,24.625,1.1997563946406822,1,37.53,5.3302,12.61,20.525,,False,False,0.0,,0.4541,50.9,2.0,32.4525,64.905,MID,Wednesday
7543,2024-05-30T03:45:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.021,BOS,False,True,True,UPPER_SWEEP,PDL,28.35,1.2407002188183807,1,24.07,-15.2614,92.06,22.85,,False,False,0.0,,0.5259,54.9,2.0,32.085,64.17,OPENING,Thursday
7587,2024-05-30T07:25:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.053,CHOCH,False,False,True,LOWER_SWEEP,EQUAL_HIGH,27.3,1.5330963492090235,3,70.17,-2.9576,59.61,17.8071,,True,False,0.0,,0.5259,55.9,2.0,34.3307,68.6614,MID,Thursday
7606,2024-05-30T09:00:00+00:00,BEARISH,WIN,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.125,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,15.7833,0.8299181297619611,3,30.13,-15.8872,47.3,19.0179,,False,False,0.0,,0.5259,52.7,2.0,51.7518,103.5036,CLOSING,Thursday
7618,2024-05-31T03:45:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,True,False,False,RANGE,-0.026,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,113.2,3.1295443361329673,3,59.1,-2.1852,16.4,36.1714,,True,False,0.0,,0.4541,50.9,2.0,119.8171,239.6343,OPENING,Friday
7639,2024-05-31T05:30:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,-0.088,BOS,False,True,False,UPPER_SWEEP,EQUAL_LOW,35.525,1.253559544519448,3,31.31,-10.1691,28.96,28.3393,,False,False,0.0,,0.5259,57.1,2.0,49.2339,98.4679,MID,Friday
7662,2024-05-31T07:25:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,RANGE,-0.046,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,36.675,2.3743396519577376,2,56.67,-0.9077,9.75,15.4464,,True,False,0.0,,0.4541,51.5,2.0,41.0946,82.1893,MID,Friday
7676,2024-05-31T08:35:00+00:00,BULLISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,RANGE,0.01,BOS,True,False,True,LOWER_SWEEP,EQUAL_HIGH,15.75,0.7307363967040309,0,75.82,20.7867,46.47,21.5536,,True,True,0.0,,0.5259,45.5,2.0,32.6054,65.2107,MID,Friday
7690,2024-05-31T09:45:00+00:00,BULLISH,WIN,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.031,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,74.6167,1.8096749862364514,2,40.55,-7.851,23.81,41.2321,,True,False,0.0,,0.5259,55.2,2.0,85.1232,170.2464,CLOSING,Friday
7717,2024-06-03T05:45:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.392,CHOCH,True,True,False,LOWER_SWEEP,EQUAL_HIGH,26.425,1.057604950031418,3,47.79,83.6976,20.7,24.9857,,True,True,0.0,,0.5965,71.4,2.0,34.5486,69.0971,MID,Monday
7746,2024-06-03T08:10:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.355,CHOCH,True,True,True,UPPER_SWEEP,EQUAL_LOW,36.2667,1.7529205918034927,2,37.39,15.4822,53.48,20.6893,,False,True,0.0,,0.5259,66.0,2.0,38.8689,77.7379,MID,Monday
7758,2024-06-03T09:10:00+00:00,BULLISH,LOSS,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.386,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,27.5167,1.1210075611902357,2,58.09,13.3747,7.16,24.5464,,True,True,0.0,,0.5259,67.0,2.0,53.0046,106.0093,CLOSING,Monday
7770,2024-06-04T03:55:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,True,False,True,False,True,False,BEARISH,-0.285,CHOCH,False,True,False,UPPER_SWEEP,EQUAL_LOW,806.5625,8.57068701511363,3,11.58,-105.6883,76.32,94.1071,,False,False,0.0,,0.5259,63.7,2.0,838.2607,1676.5214,OPENING,Tuesday
7785,2024-06-04T05:10:00+00:00,BEARISH,WIN,62.5,5,True,True,True,False,True,True,False,False,BEARISH,-0.198,CHOCH,False,False,True,UPPER_SWEEP,EQUAL_HIGH,247.1833,2.4643512296667316,3,47.99,-113.628,19.48,100.3036,,False,False,0.0,,0.5259,60.8,2.0,258.2804,516.5607,MID,Tuesday
7854,2024-06-05T04:40:00+00:00,BULLISH,WIN,50.0,4,True,True,False,False,True,True,False,False,BEARISH,-0.316,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,212.7,1.8948775055679286,3,58.32,2.2273,18.36,112.25,,True,False,0.0,,0.4541,60.5,2.0,235.425,470.85,MID,Wednesday
7866,2024-06-05T05:40:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,False,True,False,TRANSITION,-0.078,BOS,False,True,False,LOWER_SWEEP,EQUAL_HIGH,17.0,0.25674212368023225,3,83.26,84.0403,72.34,66.2143,,True,True,0.0,,0.4541,27.8,2.0,245.7214,491.4429,MID,Wednesday
7889,2024-06-05T07:35:00+00:00,BULLISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,RANGE,-0.049,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,125.425,2.4553610756018256,3,65.52,48.6237,25.81,51.0821,,True,True,0.0,,0.5259,55.8,2.0,157.1582,314.3164,MID,Wednesday
7901,2024-06-05T08:35:00+00:00,BULLISH,TIMEOUT,50.0,4,True,True,False,False,True,False,True,False,TRANSITION,0.058,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_LOW,86.825,2.0713108242540774,3,85.79,62.5503,73.81,41.9179,,True,True,0.0,,0.4541,51.9,2.0,124.1918,248.3836,MID,Wednesday
7918,2024-06-06T03:45:00+00:00,BULLISH,TIMEOUT,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.174,BOS,False,True,False,LOWER_SWEEP,PDH,115.75,1.9988913276610294,1,74.26,63.7577,62.77,57.9071,,True,True,0.0,,0.5965,64.1,2.0,170.7907,341.5814,OPENING,Thursday
7964,2024-06-06T07:35:00+00:00,BEARISH,LOSS,62.5,5,True,True,False,False,True,True,True,False,TRANSITION,0.052,BOS,False,True,False,UPPER_SWEEP,PDH,104.2,2.0294919063784866,3,33.46,-22.1189,36.51,51.3429,,False,True,0.0,,0.5259,55.9,2.0,123.5843,247.1686,MID,Thursday
7987,2024-06-06T09:30:00+00:00,BULLISH,WIN,62.5,5,True,True,True,False,True,True,False,False,BULLISH,0.169,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,88.775,1.9034376587984814,2,59.45,1.068,12.15,46.6393,,True,True,0.0,,0.5259,59.8,2.0,109.7139,219.4279,CLOSING,Thursday
8001,2024-06-07T04:25:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.274,BOS,True,False,True,LOWER_SWEEP,PDH,5.8,0.1498154428725303,1,77.58,50.4599,43.7,38.7143,,True,True,0.0,,0.5965,39.1,2.0,78.5714,157.1429,OPENING,Friday
8035,2024-06-07T07:15:00+00:00,BULLISH,LOSS,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.397,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,45.0,1.2597490579876487,2,67.4,57.0896,41.0,35.7214,,True,True,0.0,,0.5965,71.6,2.0,50.6721,101.3443,MID,Friday
8060,2024-06-07T09:20:00+00:00,BULLISH,WIN,75.0,6,True,True,True,False,True,True,True,False,BULLISH,0.423,CHOCH,False,True,False,LOWER_SWEEP,EQUAL_HIGH,15.775,0.45910007654093193,3,68.39,29.2032,28.57,34.3607,,True,True,0.0,,0.5965,54.4,2.0,74.8861,149.7721,CLOSING,Friday
8102,2024-06-10T06:35:00+00:00,BEARISH,TIMEOUT,62.5,5,True,True,False,False,True,True,True,False,BULLISH,0.325,CHOCH,False,False,True,UPPER_SWEEP,PDH,38.45,1.801240490199753,2,38.89,6.929,29.05,21.3464,,False,True,0.0,,0.5259,65.0,2.0,42.4846,84.9693,MID,Monday
